"","share_issue","share","issue","lobbyist"
"Y0000018318L","1-BUD",1,"BUD","Y0000018318L"
"Y0000018321L","0.503860767116086-HCR",0.503860767116086,"HCR","Y0000018321L"
"Y0000018321M","0.3-MMM",0.3,"MMM","Y0000018321M"
"Y0000018324L","0.166666666666667-TAX",0.166666666666667,"TAX","Y0000018324L"
"Y0000018329L","0.26186716673856-MMM",0.26186716673856,"MMM","Y0000018329L"
"Y0000018331L","0.548446069469835-MAR",0.548446069469835,"MAR","Y0000018331L"
"Y0000018335L","0.292011019283747-TAX",0.292011019283747,"TAX","Y0000018335L"
"Y0000018341L","1-AGR",1,"AGR","Y0000018341L"
"Y0000018349L","0.526086956521739-MMM",0.526086956521739,"MMM","Y0000018349L"
"Y0000018354L","0.101350729132319-TRF",0.101350729132319,"TRF","Y0000018354L"
"Y0000018357L","0.212719557534912-ENG",0.212719557534912,"ENG","Y0000018357L"
"Y0000018358L","0.367182783769232-MMM",0.367182783769232,"MMM","Y0000018358L"
"Y0000018359L","0.05-TRF",0.05,"TRF","Y0000018359L"
"Y0000018368L","0.333333333333333-MMM",0.333333333333333,"MMM","Y0000018368L"
"Y0000018373L","0.508350730688935-ENG",0.508350730688935,"ENG","Y0000018373L"
"Y0000018374L","0.417375619482121-TAX",0.417375619482121,"TAX","Y0000018374L"
"Y0000018380L","0.0674917161110247-WAS",0.0674917161110247,"WAS","Y0000018380L"
"Y0000018382L","0.187962962962963-TAX",0.187962962962963,"TAX","Y0000018382L"
"Y0000018396L","0.414012738853503-MMM",0.414012738853503,"MMM","Y0000018396L"
"Y0000018397L","0.0564070385170942-VET",0.0564070385170942,"VET","Y0000018397L"
"Y0000018406L","0.333333333333333-PHA",0.333333333333333,"PHA","Y0000018406L"
"Y0000018407L","1-TAX",1,"TAX","Y0000018407L"
"Y0000018415L","1-CSP",1,"CSP","Y0000018415L"
"Y0000018423L","1-MAR",1,"MAR","Y0000018423L"
"Y0000018426L","1-LAW",1,"LAW","Y0000018426L"
"Y0000018429L","0.72972972972973-ALC",0.72972972972973,"ALC","Y0000018429L"
"Y0000018434L","0.782608695652174-TRA",0.782608695652174,"TRA","Y0000018434L"
"Y0000018435L","0.111111111111111-TRA",0.111111111111111,"TRA","Y0000018435L"
"Y0000018437L","0.45680521597392-BUD",0.45680521597392,"BUD","Y0000018437L"
"Y0000018438L","0.114533229049492-FIN",0.114533229049492,"FIN","Y0000018438L"
"Y0000018439L","0.529411764705882-ENV",0.529411764705882,"ENV","Y0000018439L"
"Y0000018442L","0.172425560094197-ENV",0.172425560094197,"ENV","Y0000018442L"
"Y0000018443L","0.212872023809524-GOV",0.212872023809524,"GOV","Y0000018443L"
"Y0000018450L","0.125-TAX",0.125,"TAX","Y0000018450L"
"Y0000018456L","0.196428571428571-SCI",0.196428571428571,"SCI","Y0000018456L"
"Y0000018458L","0.388349514563107-TAX",0.388349514563107,"TAX","Y0000018458L"
"Y0000018460L","0.406992598895016-TAX",0.406992598895016,"TAX","Y0000018460L"
"Y0000018471L","0.23-TRF",0.23,"TRF","Y0000018471L"
"Y0000018473L","NaN-WEL",NA,"WEL","Y0000018473L"
"Y0000018481L","0.391891891891892-RES",0.391891891891892,"RES","Y0000018481L"
"Y0000018492L","0.0941483876649915-TAX",0.0941483876649915,"TAX","Y0000018492L"
"Y0000018505L","0.382716049382716-HCR",0.382716049382716,"HCR","Y0000018505L"
"Y0000018508L","1-FIR",1,"FIR","Y0000018508L"
"Y0000018510L","0.178774999960079-IMM",0.178774999960079,"IMM","Y0000018510L"
"Y0000018517L","0.588235294117647-IND",0.588235294117647,"IND","Y0000018517L"
"Y0000018522L","0.147913092025477-LBR",0.147913092025477,"LBR","Y0000018522L"
"Y0000018524L","0.311439114391144-ENG",0.311439114391144,"ENG","Y0000018524L"
"Y0000018530L","0.164835164835165-MMM",0.164835164835165,"MMM","Y0000018530L"
"Y0000018538L","0.104852824184566-TRD",0.104852824184566,"TRD","Y0000018538L"
"Y0000018541L","0.2-TAX",0.2,"TAX","Y0000018541L"
"Y0000018547L","0.368435155412647-CPT",0.368435155412647,"CPT","Y0000018547L"
"Y0000018553L","0.321212121212121-BUD",0.321212121212121,"BUD","Y0000018553L"
"Y0000018557L","0.491666666666667-FAM",0.491666666666667,"FAM","Y0000018557L"
"Y0000018558L","1-INS",1,"INS","Y0000018558L"
"Y0000018576L","0.414691943127962-HCR",0.414691943127962,"HCR","Y0000018576L"
"Y0000018583L","0.372394953249972-ENG",0.372394953249972,"ENG","Y0000018583L"
"Y0000018585L","0.202891203069334-TOB",0.202891203069334,"TOB","Y0000018585L"
"Y0000018586L","1-TAX",1,"TAX","Y0000018586L"
"Y0000018588L","0.229729735866352-EDU",0.229729735866352,"EDU","Y0000018588L"
"Y0000018589L","1-VET",1,"VET","Y0000018589L"
"Y0000018591L","0.575520129694677-TEC",0.575520129694677,"TEC","Y0000018591L"
"Y0000018599L","0.0850645964225306-TRD",0.0850645964225306,"TRD","Y0000018599L"
"Y0000018606L","0.518691588785047-HCR",0.518691588785047,"HCR","Y0000018606L"
"Y0000018612L","NaN-WEL",NA,"WEL","Y0000018612L"
"Y0000018614L","1-TRA",1,"TRA","Y0000018614L"
"Y0000018616L","0.133630952380952-HOM",0.133630952380952,"HOM","Y0000018616L"
"Y0000018619L","0.2-TAX",0.2,"TAX","Y0000018619L"
"Y0000018627L","0.131093299062049-TRD",0.131093299062049,"TRD","Y0000018627L"
"Y0000018630L","0.25-TRF",0.25,"TRF","Y0000018630L"
"Y0000018631L","1-MMM",1,"MMM","Y0000018631L"
"Y0000018634L","0.75-HCR",0.75,"HCR","Y0000018634L"
"Y0000018637L","0.531776094276094-TRD",0.531776094276094,"TRD","Y0000018637L"
"Y0000018640L","0.16280834914611-RET",0.16280834914611,"RET","Y0000018640L"
"Y0000018642L","1-FAM",1,"FAM","Y0000018642L"
"Y0000018645L","0.829278702518139-TAX",0.829278702518139,"TAX","Y0000018645L"
"Y0000018646L","0.219093851132686-BUD",0.219093851132686,"BUD","Y0000018646L"
"Y0000018647L","0.19535381562752-TAX",0.19535381562752,"TAX","Y0000018647L"
"Y0000018648L","0.878787878787879-DEF",0.878787878787879,"DEF","Y0000018648L"
"Y0000018657L","0.166666666666667-TRA",0.166666666666667,"TRA","Y0000018657L"
"Y0000018658L","0.74113475177305-ENG",0.74113475177305,"ENG","Y0000018658L"
"Y0000018659L","0.119533179021706-TAX",0.119533179021706,"TAX","Y0000018659L"
"Y0000018660L","0.372971360381862-TRA",0.372971360381862,"TRA","Y0000018660L"
"Y0000018661L","1-CPT",1,"CPT","Y0000018661L"
"Y0000018663L","0.556962025316456-CPT",0.556962025316456,"CPT","Y0000018663L"
"Y0000018666L","0.0625-TAX",0.0625,"TAX","Y0000018666L"
"Y0000018682L","0.995242500330382-TAX",0.995242500330382,"TAX","Y0000018682L"
"Y0000018683L","0.395541082164329-HCR",0.395541082164329,"HCR","Y0000018683L"
"Y0000018688L","0.275031685678074-BUD",0.275031685678074,"BUD","Y0000018688L"
"Y0000018690L","0.625-FIN",0.625,"FIN","Y0000018690L"
"Y0000018694L","0.25-RET",0.25,"RET","Y0000018694L"
"Y0000018697L","0.767441860465116-ENG",0.767441860465116,"ENG","Y0000018697L"
"Y0000018699L","NaN-WEL",NA,"WEL","Y0000018699L"
"Y0000018700L","0.166666666666667-TRA",0.166666666666667,"TRA","Y0000018700L"
"Y0000018703L","0.5-COM",0.5,"COM","Y0000018703L"
"Y0000018704L","1-BAN",1,"BAN","Y0000018704L"
"Y0000018706L","0.0850645964225306-TRD",0.0850645964225306,"TRD","Y0000018706L"
"Y0000018710L","0.0625-TRA",0.0625,"TRA","Y0000018710L"
"Y0000018715L","0.6875-AGR",0.6875,"AGR","Y0000018715L"
"Y0000018719L","0.125-TRD",0.125,"TRD","Y0000018719L"
"Y0000018727L","1-TEC",1,"TEC","Y0000018727L"
"Y0000018728L","0.491090429175534-AUT",0.491090429175534,"AUT","Y0000018728L"
"Y0000018738L","0.229150485343085-CPI",0.229150485343085,"CPI","Y0000018738L"
"Y0000018742L","1-BAN",1,"BAN","Y0000018742L"
"Y0000018746L","0.842105263157895-EDU",0.842105263157895,"EDU","Y0000018746L"
"Y0000018750L","0.333333333333333-RES",0.333333333333333,"RES","Y0000018750L"
"Y0000018757L","0.106662093412607-TAX",0.106662093412607,"TAX","Y0000018757L"
"Y0000018758L","1-TEC",1,"TEC","Y0000018758L"
"Y0000018761L","1-HCR",1,"HCR","Y0000018761L"
"Y0000018762L","1-FIR",1,"FIR","Y0000018762L"
"Y0000018771L","0.375-COM",0.375,"COM","Y0000018771L"
"Y0000018778L","NaN-WEL",NA,"WEL","Y0000018778L"
"Y0000018780L","0.231678486997636-TOR",0.231678486997636,"TOR","Y0000018780L"
"Y0000018787L","0.7077475788816-HOU",0.7077475788816,"HOU","Y0000018787L"
"Y0000018789L","0.2-NAT",0.2,"NAT","Y0000018789L"
"Y0000018790L","0.643835616438356-TAX",0.643835616438356,"TAX","Y0000018790L"
"Y0000018790M","0.025-UNM",0.025,"UNM","Y0000018790M"
"Y0000018791L","0.246092668141925-TAX",0.246092668141925,"TAX","Y0000018791L"
"Y0000018793L","0.369442712817012-BUD",0.369442712817012,"BUD","Y0000018793L"
"Y0000018806L","1-TOR",1,"TOR","Y0000018806L"
"Y0000018808L","NaN-WEL",NA,"WEL","Y0000018808L"
"Y0000018809L","0.25-RET",0.25,"RET","Y0000018809L"
"Y0000018811L","0.395874392326895-DEF",0.395874392326895,"DEF","Y0000018811L"
"Y0000018814L","0.111111111111111-TOR",0.111111111111111,"TOR","Y0000018814L"
"Y0000018816L","1-MMM",1,"MMM","Y0000018816L"
"Y0000018817L","0.0882419055803554-UTI",0.0882419055803554,"UTI","Y0000018817L"
"Y0000018818L","1-RET",1,"RET","Y0000018818L"
"Y0000018820L","NaN-WEL",NA,"WEL","Y0000018820L"
"Y0000018826L","1-MMM",1,"MMM","Y0000018826L"
"Y0000018827L","0.529077890324834-CSP",0.529077890324834,"CSP","Y0000018827L"
"Y0000018828L","0.5-EDU",0.5,"EDU","Y0000018828L"
"Y0000018836L","0.756554307116105-ENG",0.756554307116105,"ENG","Y0000018836L"
"Y0000018837L","NaN-WEL",NA,"WEL","Y0000018837L"
"Y0000018839L","0.215842696629213-TAX",0.215842696629213,"TAX","Y0000018839L"
"Y0000018841L","1-BUD",1,"BUD","Y0000018841L"
"Y0000018843L","0.31610479285134-BUD",0.31610479285134,"BUD","Y0000018843L"
"Y0000018846L","0.25-ENG",0.25,"ENG","Y0000018846L"
"Y0000018850L","1-COM",1,"COM","Y0000018850L"
"Y0000018854L","0.0833333333333333-TRD",0.0833333333333333,"TRD","Y0000018854L"
"Y0000018855L","0.146858514226412-TRD",0.146858514226412,"TRD","Y0000018855L"
"Y0000018863L","0.117647058823529-HCR",0.117647058823529,"HCR","Y0000018863L"
"Y0000018868L","0.1-TRD",0.1,"TRD","Y0000018868L"
"Y0000018870L","NaN-WEL",NA,"WEL","Y0000018870L"
"Y0000018871L","0.145958083832335-TRD",0.145958083832335,"TRD","Y0000018871L"
"Y0000018872L","0.759479956663055-HCR",0.759479956663055,"HCR","Y0000018872L"
"Y0000018876L","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000018876L"
"Y0000018878L","0.792668957617411-EDU",0.792668957617411,"EDU","Y0000018878L"
"Y0000018891L","0.166666666666667-LAW",0.166666666666667,"LAW","Y0000018891L"
"Y0000018895L","0.23338685770751-TAX",0.23338685770751,"TAX","Y0000018895L"
"Y0000018896L","0.2-TAX",0.2,"TAX","Y0000018896L"
"Y0000018899L","0.0940886737247724-TOR",0.0940886737247724,"TOR","Y0000018899L"
"Y0000018902L","0.722733406943933-HCR",0.722733406943933,"HCR","Y0000018902L"
"Y0000018902M","1-AUT",1,"AUT","Y0000018902M"
"Y0000018906L","0.624723675282891-FIN",0.624723675282891,"FIN","Y0000018906L"
"Y0000018913L","0.270833333333333-VET",0.270833333333333,"VET","Y0000018913L"
"Y0000018917L","0.0760013391042487-TAX",0.0760013391042487,"TAX","Y0000018917L"
"Y0000018919L","0.134178905206943-TAX",0.134178905206943,"TAX","Y0000018919L"
"Y0000018931L","0.729166666666667-CON",0.729166666666667,"CON","Y0000018931L"
"Y0000018936L","0.2-TAX",0.2,"TAX","Y0000018936L"
"Y0000018939L","1-AGR",1,"AGR","Y0000018939L"
"Y0000018941L","0.222857142857143-TRF",0.222857142857143,"TRF","Y0000018941L"
"Y0000018945L","0.0934977465066194-UTI",0.0934977465066194,"UTI","Y0000018945L"
"Y0000018948L","0.933333333333333-BUD",0.933333333333333,"BUD","Y0000018948L"
"Y0000018949L","0.0949830252734817-TOR",0.0949830252734817,"TOR","Y0000018949L"
"Y0000018952L","0.154818801471337-TOR",0.154818801471337,"TOR","Y0000018952L"
"Y0000018953L","0.231678486997636-TOR",0.231678486997636,"TOR","Y0000018953L"
"Y0000018955L","NaN-WEL",NA,"WEL","Y0000018955L"
"Y0000018958L","0.0909090909090909-TRD",0.0909090909090909,"TRD","Y0000018958L"
"Y0000018961L","0.132782047688158-TAX",0.132782047688158,"TAX","Y0000018961L"
"Y0000018964L","0.2265625-GOV",0.2265625,"GOV","Y0000018964L"
"Y0000018966L","0.759036144578313-HCR",0.759036144578313,"HCR","Y0000018966L"
"Y0000018968L","NaN-WEL",NA,"WEL","Y0000018968L"
"Y0000018970L","NaN-WEL",NA,"WEL","Y0000018970L"
"Y0000018971L","1-MMM",1,"MMM","Y0000018971L"
"Y0000018973L","0.0249553052904799-TRU",0.0249553052904799,"TRU","Y0000018973L"
"Y0000018980L","NaN-WEL",NA,"WEL","Y0000018980L"
"Y0000018984L","0.347058823529412-BUD",0.347058823529412,"BUD","Y0000018984L"
"Y0000018987L","0.111111111111111-SCI",0.111111111111111,"SCI","Y0000018987L"
"Y0000018989L","0.820276497695853-IND",0.820276497695853,"IND","Y0000018989L"
"Y0000018990L","NaN-WEL",NA,"WEL","Y0000018990L"
"Y0000018991L","0.25-TRA",0.25,"TRA","Y0000018991L"
"Y0000018994L","0.148360180192478-TAX",0.148360180192478,"TAX","Y0000018994L"
"Y0000018995L","0.556962025316456-CPT",0.556962025316456,"CPT","Y0000018995L"
"Y0000018996L","0.213333333333333-UNM",0.213333333333333,"UNM","Y0000018996L"
"Y0000018997L","0.3125-BUD",0.3125,"BUD","Y0000018997L"
"Y0000019004L","0.112561819202793-UTI",0.112561819202793,"UTI","Y0000019004L"
"Y0000019009L","0.5-TEC",0.5,"TEC","Y0000019009L"
"Y0000019022L","0.333333333333333-WAS",0.333333333333333,"WAS","Y0000019022L"
"Y0000019032L","1-PHA",1,"PHA","Y0000019032L"
"Y0000019035L","0.207258947763862-BUD",0.207258947763862,"BUD","Y0000019035L"
"Y0000019044L","0.476393629124005-ENG",0.476393629124005,"ENG","Y0000019044L"
"Y0000019045L","1-GOV",1,"GOV","Y0000019045L"
"Y0000019050L","0.915254237288136-HCR",0.915254237288136,"HCR","Y0000019050L"
"Y0000019055L","0.2-WAS",0.2,"WAS","Y0000019055L"
"Y0000019067L","1-LAW",1,"LAW","Y0000019067L"
"Y0000019068L","0.5-BUD",0.5,"BUD","Y0000019068L"
"Y0000019071L","0.343122271400531-BUD",0.343122271400531,"BUD","Y0000019071L"
"Y0000019081L","0.108994623600821-TEC",0.108994623600821,"TEC","Y0000019081L"
"Y0000019086L","0.392988584617304-CPT",0.392988584617304,"CPT","Y0000019086L"
"Y0000019097L","0.142857142857143-TRD",0.142857142857143,"TRD","Y0000019097L"
"Y0000019099L","0.4-UTI",0.4,"UTI","Y0000019099L"
"Y0000019102L","0.171179133692794-TOR",0.171179133692794,"TOR","Y0000019102L"
"Y0000019103L","0.25-TRD",0.25,"TRD","Y0000019103L"
"Y0000019109L","0.0797041700972485-TRA",0.0797041700972485,"TRA","Y0000019109L"
"Y0000019113L","0.381591723035026-BUD",0.381591723035026,"BUD","Y0000019113L"
"Y0000019120L","0.102858683926645-TRA",0.102858683926645,"TRA","Y0000019120L"
"Y0000019121L","0.545761078998073-COM",0.545761078998073,"COM","Y0000019121L"
"Y0000019122L","1-IMM",1,"IMM","Y0000019122L"
"Y0000019125L","0.48544266191325-LAW",0.48544266191325,"LAW","Y0000019125L"
"Y0000019134L","1-TRU",1,"TRU","Y0000019134L"
"Y0000019136L","0.5-VET",0.5,"VET","Y0000019136L"
"Y0000019137L","0.625-ART",0.625,"ART","Y0000019137L"
"Y0000019138L","0.663701067615658-BUD",0.663701067615658,"BUD","Y0000019138L"
"Y0000019139L","0.108530628607767-TRD",0.108530628607767,"TRD","Y0000019139L"
"Y0000019140L","0.461077844311377-ENG",0.461077844311377,"ENG","Y0000019140L"
"Y0000019142L","0.139029553730206-TAX",0.139029553730206,"TAX","Y0000019142L"
"Y0000019143L","0.5-IND",0.5,"IND","Y0000019143L"
"Y0000019149L","0.141659093254427-TRA",0.141659093254427,"TRA","Y0000019149L"
"Y0000019156L","0.131776842937566-TRA",0.131776842937566,"TRA","Y0000019156L"
"Y0000019161L","1-ENG",1,"ENG","Y0000019161L"
"Y0000019166L","0.5-MMM",0.5,"MMM","Y0000019166L"
"Y0000019167L","0.269883617523102-ENG",0.269883617523102,"ENG","Y0000019167L"
"Y0000019174L","1-AER",1,"AER","Y0000019174L"
"Y0000019176L","0.5-RET",0.5,"RET","Y0000019176L"
"Y0000019177L","0.211888647304168-VET",0.211888647304168,"VET","Y0000019177L"
"Y0000019183L","0.25-MMM",0.25,"MMM","Y0000019183L"
"Y0000019189L","0.521739130434783-GOV",0.521739130434783,"GOV","Y0000019189L"
"Y0000019197L","0.104120819848975-TRD",0.104120819848975,"TRD","Y0000019197L"
"Y0000019200L","1-AVI",1,"AVI","Y0000019200L"
"Y0000019213L","0.311188811188811-TAX",0.311188811188811,"TAX","Y0000019213L"
"Y0000019216L","0.5-TEC",0.5,"TEC","Y0000019216L"
"Y0000019222L","0.0629913373585851-VET",0.0629913373585851,"VET","Y0000019222L"
"Y0000019226L","0.423537614177543-MAR",0.423537614177543,"MAR","Y0000019226L"
"Y0000019230L","0.46-TRA",0.46,"TRA","Y0000019230L"
"Y0000019236L","1-IND",1,"IND","Y0000019236L"
"Y0000019240L","1-TRD",1,"TRD","Y0000019240L"
"Y0000019246L","0.231884057971014-CPT",0.231884057971014,"CPT","Y0000019246L"
"Y0000019248L","0.886887115165336-HCR",0.886887115165336,"HCR","Y0000019248L"
"Y0000019252L","0.0934977465066194-UTI",0.0934977465066194,"UTI","Y0000019252L"
"Y0000019260L","0.270882740447958-MMM",0.270882740447958,"MMM","Y0000019260L"
"Y0000019261L","1-INS",1,"INS","Y0000019261L"
"Y0000019273L","0.323943661971831-ENG",0.323943661971831,"ENG","Y0000019273L"
"Y0000019275L","0.0594232134011029-TRD",0.0594232134011029,"TRD","Y0000019275L"
"Y0000019281L","0.311377245508982-IND",0.311377245508982,"IND","Y0000019281L"
"Y0000019288L","1-ENV",1,"ENV","Y0000019288L"
"Y0000019296L","0.125128781492929-TRA",0.125128781492929,"TRA","Y0000019296L"
"Y0000019297L","1-EDU",1,"EDU","Y0000019297L"
"Y0000019301L","0.0760013391042487-TAX",0.0760013391042487,"TAX","Y0000019301L"
"Y0000019308L","0.0760013391042487-TAX",0.0760013391042487,"TAX","Y0000019308L"
"Y0000019311L","NaN-WEL",NA,"WEL","Y0000019311L"
"Y0000019314L","1-DEF",1,"DEF","Y0000019314L"
"Y0000019317L","0.102858683926645-TRA",0.102858683926645,"TRA","Y0000019317L"
"Y0000019321L","0.655172413793103-DEF",0.655172413793103,"DEF","Y0000019321L"
"Y0000019323L","1-BAN",1,"BAN","Y0000019323L"
"Y0000019328L","NaN-WEL",NA,"WEL","Y0000019328L"
"Y0000019330L","0.75-RES",0.75,"RES","Y0000019330L"
"Y0000019331L","0.0769230769230769-TRD",0.0769230769230769,"TRD","Y0000019331L"
"Y0000019332L","1-HCR",1,"HCR","Y0000019332L"
"Y0000019336L","1-DEF",1,"DEF","Y0000019336L"
"Y0000019341L","0.469512195121951-FUE",0.469512195121951,"FUE","Y0000019341L"
"Y0000019343L","1-INS",1,"INS","Y0000019343L"
"Y0000019349L","0.320723684210526-FIN",0.320723684210526,"FIN","Y0000019349L"
"Y0000019350L","0.5-EDU",0.5,"EDU","Y0000019350L"
"Y0000019353L","0.166666666666667-TRD",0.166666666666667,"TRD","Y0000019353L"
"Y0000019356L","0.666666666666667-NAT",0.666666666666667,"NAT","Y0000019356L"
"Y0000019358L","0.166666666666667-TAX",0.166666666666667,"TAX","Y0000019358L"
"Y0000019361L","0.636363636363636-MMM",0.636363636363636,"MMM","Y0000019361L"
"Y0000019365L","0.129725030583609-TRD",0.129725030583609,"TRD","Y0000019365L"
"Y0000019368L","1-NAT",1,"NAT","Y0000019368L"
"Y0000019377L","NaN-WEL",NA,"WEL","Y0000019377L"
"Y0000019384L","1-ENV",1,"ENV","Y0000019384L"
"Y0000019387L","0.125-TAX",0.125,"TAX","Y0000019387L"
"Y0000019395L","0.25-TAX",0.25,"TAX","Y0000019395L"
"Y0000019401L","NaN-WEL",NA,"WEL","Y0000019401L"
"Y0000019402L","1-EDU",1,"EDU","Y0000019402L"
"Y0000019403L","0.333333333333333-GOV",0.333333333333333,"GOV","Y0000019403L"
"Y0000019404L","0.354545454545455-FUE",0.354545454545455,"FUE","Y0000019404L"
"Y0000019406L","0.0966698069406895-TOR",0.0966698069406895,"TOR","Y0000019406L"
"Y0000019407L","1-EDU",1,"EDU","Y0000019407L"
"Y0000019415L","0.301654166606915-TAX",0.301654166606915,"TAX","Y0000019415L"
"Y0000019416L","1-GOV",1,"GOV","Y0000019416L"
"Y0000019420L","1-TAX",1,"TAX","Y0000019420L"
"Y0000019425L","0.147913092025477-LBR",0.147913092025477,"LBR","Y0000019425L"
"Y0000019427L","1-DEF",1,"DEF","Y0000019427L"
"Y0000019429L","0.354430379746835-ENV",0.354430379746835,"ENV","Y0000019429L"
"Y0000019431L","0.075764107990881-TRD",0.075764107990881,"TRD","Y0000019431L"
"Y0000019439L","0.595744680851064-BUD",0.595744680851064,"BUD","Y0000019439L"
"Y0000019443L","0.115603117981239-VET",0.115603117981239,"VET","Y0000019443L"
"Y0000019444L","0.333333333333333-TRA",0.333333333333333,"TRA","Y0000019444L"
"Y0000019445L","0.115603117981239-VET",0.115603117981239,"VET","Y0000019445L"
"Y0000019448L","1-ENG",1,"ENG","Y0000019448L"
"Y0000019450L","0.429924242424242-LBR",0.429924242424242,"LBR","Y0000019450L"
"Y0000019451L","0.514388489208633-BAN",0.514388489208633,"BAN","Y0000019451L"
"Y0000019456L","0.0868052135657769-TOR",0.0868052135657769,"TOR","Y0000019456L"
"Y0000019460L","0.107362082362082-TRD",0.107362082362082,"TRD","Y0000019460L"
"Y0000019466L","1-AVI",1,"AVI","Y0000019466L"
"Y0000019467L","0.25-FOO",0.25,"FOO","Y0000019467L"
"Y0000019478L","NaN-WEL",NA,"WEL","Y0000019478L"
"Y0000019479L","0.25-TAX",0.25,"TAX","Y0000019479L"
"Y0000019511L","0.255681818181818-TAX",0.255681818181818,"TAX","Y0000019511L"
"Y0000019512L","0.555555555555556-HCR",0.555555555555556,"HCR","Y0000019512L"
"Y0000019514L","0.166666666666667-PHA",0.166666666666667,"PHA","Y0000019514L"
"Y0000019519L","0.6875-GOV",0.6875,"GOV","Y0000019519L"
"Y0000019520L","0.288791822227202-FOR",0.288791822227202,"FOR","Y0000019520L"
"Y0000019521L","0.075764107990881-TRD",0.075764107990881,"TRD","Y0000019521L"
"Y0000019526L","1-HCR",1,"HCR","Y0000019526L"
"Y0000019540L","NaN-WEL",NA,"WEL","Y0000019540L"
"Y0000019551L","0.307566247178504-MMM",0.307566247178504,"MMM","Y0000019551L"
"Y0000019552L","0.237861147077543-BUD",0.237861147077543,"BUD","Y0000019552L"
"Y0000019557L","0.5-WAS",0.5,"WAS","Y0000019557L"
"Y0000019559L","0.431623931623932-ENG",0.431623931623932,"ENG","Y0000019559L"
"Y0000019560L","0.859375-BUD",0.859375,"BUD","Y0000019560L"
"Y0000019561L","NaN-WEL",NA,"WEL","Y0000019561L"
"Y0000019564L","0.5-INS",0.5,"INS","Y0000019564L"
"Y0000019565L","1-TAX",1,"TAX","Y0000019565L"
"Y0000019566L","0.0501430002499034-UNM",0.0501430002499034,"UNM","Y0000019566L"
"Y0000019568L","1-SMB",1,"SMB","Y0000019568L"
"Y0000019571L","0.692307692307692-CPT",0.692307692307692,"CPT","Y0000019571L"
"Y0000019573L","0.142857142857143-TRA",0.142857142857143,"TRA","Y0000019573L"
"Y0000019584L","0.0993788819875776-SMB",0.0993788819875776,"SMB","Y0000019584L"
"Y0000019593L","0.5-SMB",0.5,"SMB","Y0000019593L"
